,number,value,datetime_start,datetime_complete,duration,params_colsample_bylevel,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
203,203,0.8209279982087446,2020-11-26 09:31:33.524491,2020-11-26 15:08:25.851915,0 days 05:36:52.327424,0.6799999999999999,0.17,1.0,0.011185262853639572,24.0,1.0,697.0,0.0,1.0,0.69,COMPLETE
204,204,0.8231321237454703,2020-11-26 09:33:52.920967,2020-11-26 15:32:28.606267,0 days 05:58:35.685300,0.55,0.19,1.0,0.016450484053379042,23.0,1.0,839.0,0.0,1.0,0.69,COMPLETE
205,205,0.8228876307715354,2020-11-26 09:34:33.740214,2020-11-26 14:54:25.256495,0 days 05:19:51.516281,0.67,0.18,1.0,0.017072811799607367,23.0,1.0,689.0,0.0,1.0,0.6799999999999999,COMPLETE
206,206,0.823130910584155,2020-11-26 09:38:48.821362,2020-11-26 15:21:28.487790,0 days 05:42:39.666428,0.55,0.2,1.0,0.009162734526023984,24.0,1.0,704.0,0.0,1.0,0.6799999999999999,COMPLETE
207,207,0.8292488230084747,2020-11-26 09:39:41.894121,2020-11-26 17:34:54.070711,0 days 07:55:12.176590,0.55,0.49,1.0,0.017129652892898018,24.0,1.0,714.0,0.0,1.0,0.6799999999999999,COMPLETE
208,208,0.8255741443158181,2020-11-26 09:41:48.161878,2020-11-26 18:51:09.030117,0 days 09:09:20.868239,0.6799999999999999,0.48,1.0,0.010999607313159961,24.0,1.0,727.0,0.0,1.0,0.6799999999999999,COMPLETE
209,209,0.8260679214125897,2020-11-26 09:41:56.059229,2020-11-26 17:33:17.832310,0 days 07:51:21.773081,0.55,0.49,1.0,0.011563322591949003,24.0,1.0,672.0,0.0,1.0,0.6799999999999999,COMPLETE
212,212,0.8258168891359048,2020-11-26 09:49:35.716734,2020-11-26 19:15:07.570825,0 days 09:25:31.854091,0.67,0.48,1.0,0.00955157363956633,24.0,1.0,730.0,0.0,1.0,0.6799999999999999,COMPLETE
213,213,0.8258204672094699,2020-11-26 09:49:59.389499,2020-11-26 21:07:54.540968,0 days 11:17:55.151469,0.55,0.48,1.0,0.016676481617123828,24.0,1.0,686.0,0.0,0.0,0.6799999999999999,COMPLETE
214,214,0.8238566981943392,2020-11-26 09:52:14.470487,2020-11-26 20:51:56.125443,0 days 10:59:41.654956,0.55,0.48,1.0,0.006983240021741283,23.0,1.0,877.0,0.0,1.0,0.6799999999999999,COMPLETE
215,215,0.8275176637684656,2020-11-26 09:52:19.240199,2020-11-26 20:57:39.321100,0 days 11:05:20.080901,0.7,0.48,1.0,0.006930825467891541,23.0,1.0,723.0,0.0,1.0,0.76,COMPLETE
216,216,0.8270316187802706,2020-11-26 09:53:21.790064,2020-11-26 20:02:10.837184,0 days 10:08:49.047120,0.6799999999999999,0.62,1.0,0.011220972585293506,23.0,1.0,693.0,0.0,1.0,0.69,COMPLETE
217,217,0.823377210091565,2020-11-26 09:53:56.196370,2020-11-26 16:41:55.355934,0 days 06:47:59.159564,0.67,0.2,1.0,0.01119077539608442,24.0,1.0,732.0,0.0,1.0,0.76,COMPLETE
218,218,0.8268014470209002,2020-11-26 09:57:20.275444,2020-11-26 18:15:10.667743,0 days 08:17:50.392299,0.6799999999999999,0.19,1.0,0.006919982727822469,24.0,1.0,877.0,0.0,1.0,0.76,COMPLETE
222,222,0.8226383495934737,2020-11-26 10:08:24.852432,2020-11-26 17:02:49.807090,0 days 06:54:24.954658,0.67,0.19,1.0,0.048397626348700706,23.0,1.0,744.0,0.0,0.0,0.69,COMPLETE
224,224,0.8287449284494093,2020-11-26 10:20:08.634298,2020-11-26 21:14:09.996275,0 days 10:54:01.361977,0.67,0.62,1.0,0.017058841685280855,23.0,1.0,748.0,0.0,1.0,0.76,COMPLETE
225,225,0.8289864571634059,2020-11-26 10:31:03.789425,2020-11-26 21:30:49.602708,0 days 10:59:45.813283,0.67,0.54,1.0,0.007172070584516041,24.0,1.0,716.0,0.0,1.0,0.76,COMPLETE
226,226,0.827287474512403,2020-11-26 10:34:11.872547,2020-11-26 19:02:09.751658,0 days 08:27:57.879111,0.69,0.19,1.0,0.0073158437225587306,23.0,1.0,873.0,0.0,1.0,0.76,COMPLETE
229,229,0.8233807852203551,2020-11-26 11:14:24.407490,2020-11-26 19:04:17.116131,0 days 07:49:52.708641,0.67,0.21000000000000002,1.0,0.010903233239750612,24.0,1.0,880.0,0.0,1.0,0.69,COMPLETE
